"","date","VW.cum","EW.cum","VW.ret","EW.ret"
"1",2012-12-31,1,1,NA,NA
"2",2013-01-02,1.02602944227756,1.02826631870942,0.0260294422775631,0.0282663187094214
"3",2013-01-03,1.02305752663937,1.02332403949629,-0.0028965208167866,-0.00480641942967819
"4",2013-01-04,1.01837228756995,1.01562225168727,-0.00457964381026477,-0.00752624536487745
"5",2013-01-07,1.02774033494956,1.02588926833081,0.00919903997188176,0.0101090898968417
"6",2013-01-08,1.02375254719937,1.02090835113734,-0.00388015106012951,-0.00485521912278719
"7",2013-01-09,1.02250702436465,1.02178351906634,-0.00121662489449592,0.000857244362849841
"8",2013-01-10,1.0221397278714,1.01842096647158,-0.000359211706613571,-0.00329086595352157
"9",2013-01-11,1.03152861357431,1.02922526239001,0.00918552077264811,0.0106088702747942
"10",2013-01-14,1.03235200834637,1.03315405636117,0.000798227757549563,0.00381723429722403
"11",2013-01-15,1.03192644710886,1.03583581406259,-0.000412224933040273,0.00259569972639007
"12",2013-01-16,1.02778672290426,1.02992461024448,-0.00401164658216935,-0.00570669959259817
"13",2013-01-17,1.03373056608831,1.03644940259218,0.00578314844081063,0.00633521355136013
"14",2013-01-18,1.03838306929695,1.0400553815981,0.00450069230925765,0.00347916550185801
"15",2013-01-22,1.04048507580444,1.03904471488334,0.00202430737714843,-0.000971743171220285
"16",2013-01-23,1.06574516336077,1.05705686123565,0.0242772223684264,0.0173352947128351
"17",2013-01-24,1.07186283322996,1.0638930472177,0.00574027457924631,0.00646718850493477
"18",2013-01-25,1.08807541558633,1.08196128308277,0.015125612955075,0.0169831318216875
"19",2013-01-28,1.07768644801002,1.07170308505678,-0.00954802160539103,-0.00948111377587335
"20",2013-01-29,1.05439636491322,1.05031119039183,-0.0216111867601219,-0.0199606541804541
"21",2013-01-30,1.06889454304354,1.0641423607374,0.0137502163444134,0.0131686403725828
"22",2013-01-31,1.05677055001301,1.04872100769471,-0.0113425530230608,-0.0144918138885121
"23",2013-02-01,1.06412687789588,1.05771861960288,0.0069611401290337,0.00857960491126697
"24",2013-02-04,1.05175143176392,1.04251456300532,-0.0116296716012209,-0.0143743868319828
"25",2013-02-05,1.05788347176666,1.05070441636333,0.0058303129594548,0.0078558647031266
"26",2013-02-06,1.04845047854757,1.0408949547068,-0.00891685471117243,-0.00933608111258832
"27",2013-02-07,1.04172229539656,1.03526523625917,-0.00641726365591055,-0.0054085365888058
"28",2013-02-08,1.05080368313749,1.04431040482857,0.00871766667667195,0.00873705428579985
"29",2013-02-11,1.04093656375009,1.03922481049299,-0.00939006928291042,-0.0048698110370855
"30",2013-02-12,1.04257317345939,1.04124442412052,0.00157224730717731,0.00194338472979361
"31",2013-02-13,1.05724581848204,1.05751402628658,0.0140734918144523,0.0156251517791348
"32",2013-02-14,1.05562284981007,1.05656429346611,-0.00153509112412242,-0.000898080589823214
"33",2013-02-15,1.0542136915948,1.0529999862813,-0.00133490688982629,-0.00337348820781758
"34",2013-02-19,1.05912667456077,1.06143572383607,0.00466032931002802,0.00801114688003302
"35",2013-02-20,1.0510815258709,1.05296811102236,-0.00759602121550551,-0.00797750878697423
"36",2013-02-21,1.04622366300773,1.04584936613869,-0.00462177551749843,-0.00676064622390549
"37",2013-02-22,1.05491807517925,1.05337900775125,0.00831028056325822,0.00719954694849179
"38",2013-02-25,1.03539882525817,1.03484125063327,-0.0185030955297265,-0.017598373407454
"39",2013-02-26,1.03975414907325,1.03701199619084,0.00420642143765004,0.00209766044428394
"40",2013-02-27,1.05606997170033,1.05329172757025,0.0156920004999406,0.0156986914705
"41",2013-02-28,1.05274729651493,1.05189980724279,-0.00314626423858189,-0.00132149554679228
"42",2013-03-01,1.0615538488894,1.05937544322451,0.00836530514362566,0.00710679470634767
"43",2013-03-04,1.07882811784844,1.07566887117747,0.0162726261857629,0.0153802205414169
"44",2013-03-05,1.08683343160899,1.0838223734453,0.00742037923197181,0.0075799369920504
"45",2013-03-06,1.08934572108093,1.08139210721346,0.00231156808290467,-0.00224231044808154
"46",2013-03-07,1.09282728145763,1.08395810201333,0.00319601051285101,0.00237286251929802
"47",2013-03-08,1.09573620665366,1.08428617177836,0.00266183434966205,0.000302659082872303
"48",2013-03-11,1.09054730091288,1.07820640291094,-0.00473554283345656,-0.00560716259753302
"49",2013-03-12,1.0958911370843,1.08337110952188,0.00490014157748653,0.00479009083696846
"50",2013-03-13,1.10183835683627,1.08742450649851,0.0054268344279087,0.00374146674302089
"51",2013-03-14,1.10186673416081,1.08429159282211,2.5754525931676e-05,-0.00288104016203172
"52",2013-03-15,1.09372398279721,1.0762869618497,-0.00738996024759697,-0.00738236008229209
"53",2013-03-18,1.08352872224794,1.06883197386988,-0.00932160280804595,-0.00692658021890558
"54",2013-03-19,1.08256593010429,1.06827396304018,-0.000888570947752854,-0.000522075352673235
"55",2013-03-20,1.08914159427277,1.07402257336901,0.00607414660448602,0.00538121355356913
"56",2013-03-21,1.07476939906584,1.06131841495793,-0.0131958923270487,-0.0118285767227682
"57",2013-03-22,1.08035012528936,1.06855867515143,0.00519248708455855,0.006821949088468
"58",2013-03-25,1.07367775354299,1.06278599004418,-0.00617611975061194,-0.00540230989789414
"59",2013-03-26,1.0842588640493,1.07131704778025,0.00985501513037712,0.00802707018720983
"60",2013-03-27,1.08691375391496,1.07802086657058,0.00244857566185486,0.00625754887801389
"61",2013-03-28,1.09666225355437,1.08683354209046,0.00896897256501727,0.00817486543457724
"62",2013-04-01,1.08740026953193,1.0786366813759,-0.00844561212207695,-0.0075419651649592
"63",2013-04-02,1.09633568422999,1.08673021733194,0.00821722685604076,0.00750348666587741
"64",2013-04-03,1.08470143672865,1.07497196230014,-0.0106119390882622,-0.0108198473220525
"65",2013-04-04,1.08074537571256,1.07325336919497,-0.0036471427824617,-0.0015987329581072
"66",2013-04-05,1.07047550984058,1.06639871958015,-0.00950257674265709,-0.00638679533795983
"67",2013-04-08,1.07442911125689,1.06957028042643,0.00369331327990841,0.00297408538481103
"68",2013-04-09,1.08021664984248,1.08529358051244,0.00538661743706781,0.0147005768332862
"69",2013-04-10,1.09565030775164,1.10343380986597,0.0142875578814716,0.016714582744481
"70",2013-04-11,1.10096297693619,1.09493450085956,0.00484887299074255,-0.00770259976666732
"71",2013-04-12,1.09974264010977,1.09452503222624,-0.00110842676092271,-0.000373966326751352
"72",2013-04-15,1.08612370353434,1.08265675912393,-0.012383748777866,-0.0108433089722698
"73",2013-04-16,1.10151426390751,1.09713668302541,0.0141701726268277,0.0133744363386217
"74",2013-04-17,1.08740162348255,1.08469098095989,-0.0128120360193065,-0.0113438026984972
"75",2013-04-18,1.06901099577778,1.06905616098531,-0.0169124519474942,-0.0144140776027707
"76",2013-04-19,1.02059051773777,1.0535606093833,-0.0452946491956118,-0.014494609513991
"77",2013-04-22,1.02151572714773,1.06768833334206,0.000906543215791977,0.0134095028163881
"78",2013-04-23,1.03946073264886,1.07846927660594,0.0175670379067345,0.0100974628336825
"79",2013-04-24,1.0432563298708,1.09316445053205,0.00365150611535769,0.0136259550873454
"80",2013-04-25,1.05851065861413,1.10729620831496,0.0146218415422628,0.01292738505723
"81",2013-04-26,1.03291646640877,1.07896901255299,-0.0241794373982721,-0.0255823108119146
"82",2013-04-29,1.0436781215599,1.09068037923939,0.0104187080960685,0.0108542196765149
"83",2013-04-30,1.06100027102857,1.10817566347914,0.0165972143238742,0.016040706858552
"84",2013-05-01,1.04350723242229,1.09083565992962,-0.0164873083296365,-0.01564734195216
"85",2013-05-02,1.05906660760614,1.10696770665032,0.0149106538990849,0.0147887049473039
"86",2013-05-03,1.07386988334137,1.12222400145681,0.0139776626218955,0.0137820595079994
"87",2013-05-06,1.06630003933565,1.11941063628518,-0.00704912589797246,-0.00250695508915622
"88",2013-05-07,1.07017867086041,1.11801531926031,0.00363746729970682,-0.00124647468912764
"89",2013-05-08,1.07703072467944,1.11890645128111,0.00640271947628368,0.000797066019975423
"90",2013-05-09,1.07306797013857,1.11404347881671,-0.00367933286401434,-0.00434618323885239
"91",2013-05-10,1.08153465557196,1.12123956707272,0.00789016695028311,0.00645943214321587
"92",2013-05-13,1.07759080027696,1.12332839988203,-0.00364653622025135,0.00186296744304504
"93",2013-05-14,1.08722338104744,1.13909267955095,0.00893899685111998,0.0140335450172728
"94",2013-05-15,1.0862418187884,1.14095460128791,-0.000902815627536024,0.0016345656243677
"95",2013-05-16,1.08798109678624,1.14290818475907,0.00160118858228131,0.00171223593730052
"96",2013-05-17,1.1096789300302,1.16723845507886,0.0199432079362893,0.0212880357707141
"97",2013-05-20,1.10475760340573,1.1653970098042,-0.00443491039732014,-0.00157760847121668
"98",2013-05-21,1.10889235811547,1.16592792215392,0.00374268047307202,0.000455563507763213
"99",2013-05-22,1.09522843778381,1.15201411587694,-0.0123221340932346,-0.0119336761840949
"100",2013-05-23,1.08968061157602,1.14315532289246,-0.00506545120304958,-0.00768983023939551
"101",2013-05-24,1.0886231900131,1.14385297387927,-0.000970395868011065,0.000610285385407749
"102",2013-05-28,1.10467479655981,1.1644766972528,0.014744869201728,0.0180300474313473
"103",2013-05-29,1.10234269651793,1.16053759688482,-0.00211111908151063,-0.0033827215068204
"104",2013-05-30,1.10897667183279,1.16667496892053,0.0060180698215011,0.00528838708214674
"105",2013-05-31,1.10755425460608,1.16595260758261,-0.0012826394484583,-0.000619162454977729
"106",2013-06-03,1.10955001428149,1.1731841018751,0.00180195206429712,0.00620221975187207
"107",2013-06-04,1.09757555154991,1.15921957485237,-0.0107921793316715,-0.0119030994371746
"108",2013-06-05,1.08820027428202,1.15265291511373,-0.00854180585076592,-0.00566472468296486
"109",2013-06-06,1.09291229742437,1.15765421449282,0.00433010655640498,0.00433894654107059
